,Unnamed: 0,Unnamed: 0.1,UserID,UserScreenName,UserCreatedAt,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,AvgHashtag,AvgURLCount,AvgMention,AvgRetweet,AvgFavCount,TweetCount,FakeOrNot,Current_Time,Reputation,AgeOfAccount,TweetPerDay,TweetPerFollower,AgeByFollowing
123,123,3378,1.08412E+18,GuwahatiPol,12-01-2019 16:19,73,739,28,"Guwahati, India",0.366666667,0.4,1.066666667,169.2333333,11.13333333,26,0,23-04-2019 14:45,29,100.9347106,0.257592258,0.04,3.604811095
124,124,3434,9.59682E+17,AhmedabadPolice,03-02-2018 06:56,96,25085,24,"Ahmedabad, Gujarat",0.7,1.1,4.9,63,195.6,2850,0,23-04-2019 14:45,25,444.3258796,6.414211124,0.11,18.51357832
125,125,3475,136182704,venkatashok,23-04-2010 07:02,0,106,618,"Greater Noida, India",0.433333333,0.4,0.966666667,794.0333333,0.5,77,0,23-04-2019 14:45,619,3287.321447,0.023423325,0.73,5.319290367
126,126,3505,3263041614,bareillytraffic,01-07-2015 09:21,137,1390,36,"Bareilly, Uttar Pradesh",0.866666667,0.166666667,0.766666667,114.9333333,0.266666667,5341,0,23-04-2019 14:45,37,1392.225278,3.836304429,3.84,38.67292438
127,127,3535,1.10761E+18,ECISVEEP,18-03-2019 11:29,160,39371,63,0,0.9,1.033333333,0.966666667,8.1,20.1,1127,0,23-04-2019 14:45,64,36.13603009,31.18770925,0.03,0.573587779
128,128,3565,1.01735E+18,DmHapur,12-07-2018 09:50,0,620,1152,0,2.8,0.733333333,2.066666667,39.6,1.666666667,3767,0,23-04-2019 14:45,1153,285.2052315,13.20803262,6.08,0.247573986
129,129,3595,1.10623E+18,DEHRA_CHOKI,14-03-2019 16:37,41,16,29,"Moradabad, India",0.166666667,0.833333333,0.633333333,7.2,4.933333333,58,0,23-04-2019 14:45,30,39.92234954,1.452820304,3.62,1.376632743
130,130,3625,389910518,ceoup,13-10-2011 05:29,139,4905,44,uttar pradesh,2.366666667,0.933333333,0.466666667,3.833333333,3.7,2030,0,23-04-2019 14:45,45,2749.38603,0.738346663,0.41,62.48604614
131,131,3655,9.81046E+17,uttarakhandcops,03-04-2018 05:49,67,2917,38,"Dehradun, India",0.366666667,0.7,0.766666667,9.333333333,38.86666667,786,0,23-04-2019 14:45,39,385.3722917,2.039586179,0.27,10.1413761
132,132,3685,9.83377E+17,ProDixit,09-04-2018 16:12,27,273,23,"Noida, India",0.066666667,0.066666667,0.6,9.866666667,0.233333333,6,0,23-04-2019 14:45,24,378.9396181,0.015833657,0.02,16.47563557
133,133,3691,1056850669,airnewsalerts,03-01-2013 04:15,114,2050934,15,"New Delhi, India",2.733333333,1.333333333,0.333333333,16.7,62.6,227526,0,23-04-2019 14:45,16,2301.4375,98.86255873,0.11,153.4291667
134,134,3721,231033118,PIB_India,27-12-2010 11:55,156,1508283,199,New Delhi,0.9,0.733333333,0.433333333,117.8666667,33.3,203554,0,23-04-2019 14:45,200,3039.11816,66.97798154,0.13,15.27195055
135,135,3751,1227253801,adgpi,28-02-2013 10:34,72,5971895,114,"New Delhi, Delhi",0.933333333,0.933333333,0.2,313.1666667,1783.6,8853,0,23-04-2019 14:45,115,2245.174306,3.943123693,0,19.69451145
136,136,3781,3492240913,NIA_India,08-09-2015 10:54,131,89785,22,"New Delhi, Delhi",0,0.966666667,0,255.6333333,679.2,223,0,23-04-2019 14:45,23,1323.160405,0.168535878,0,60.14365478
137,137,3811,8.66956E+17,BharatKeVeer,23-05-2017 09:58,152,74183,58,"New Delhi, India",0.6,0.233333333,1.366666667,235.7666667,101.1333333,18261,0,23-04-2019 14:45,59,700.1996759,26.07970359,0.25,12.07240821
138,138,3841,501617441,NameisNani,24-02-2012 09:36,11,3252700,43,"Hyderabad, India",0.066666667,0.066666667,0.933333333,151.9666667,1676.533333,4783,0,23-04-2019 14:45,44,2615.214931,1.828912777,0,60.81895187
139,139,3871,2457802914,lrvr1974,22-04-2014 08:12,0,2,9,0,0.3,0.6,0.9,31.96666667,0,23,0,23-04-2019 14:45,10,1827.272836,0.012587064,11.5,203.0303151
140,140,3924,1.09123E+18,MLA54327644,01-02-2019 06:56,19,5,1,0,0,0,0.033333333,0,0.033333333,1,0,23-04-2019 14:45,2,81.32564815,0.012296244,0.2,81.32564815
141,141,3925,1.04774E+18,WomenCid,04-10-2018 06:46,0,50,11,0,0,0.033333333,0,0,0.033333333,1,0,23-04-2019 14:45,12,201.3331597,0.004966892,0.02,18.30301452
142,142,3926,7.88752E+17,cpkarimnagar,19-10-2016 14:41,116,1602,9,"Karimnagar, India",0,0.966666667,0.066666667,1.466666667,18.13333333,1340,0,23-04-2019 14:45,10,916.0027546,1.462877697,0.84,101.7780838
143,143,3956,3876966136,cpwrlc,06-10-2015 03:22,119,954,47,"Warangal-Hamamkonda, India",0,0.5,1.5,1.366666667,12.33333333,284,0,23-04-2019 14:45,48,1295.47456,0.219224683,0.3,27.56328851
144,144,3986,8.6953E+17,CyberProtectUK,30-05-2017 12:24,109,5214,379,"City of London, London",0.133333333,0.833333333,0.6,46.9,11.36666667,1585,0,23-04-2019 14:45,380,693.0983565,2.28683272,0.3,1.828755558
145,145,4016,7.89772E+17,spsangareddy,22-10-2016 10:15,118,1512,91,"Sangareddy, India",0.066666667,0.466666667,2.433333333,3.433333333,2.233333333,476,0,23-04-2019 14:45,92,913.1878241,0.521250927,0.31,10.03503103
146,146,4046,7.88742E+17,spsuryapet,19-10-2016 14:03,117,1789,55,"Suryapet, India",0.033333333,1,0.1,0.366666667,4.166666667,189,0,23-04-2019 14:45,56,916.0293634,0.206325264,0.11,16.65507934
147,147,4076,7.88753E+17,cpramagundam,19-10-2016 14:46,118,1633,24,"Ramagundam, India",0.7,1,0,0.6,10.03333333,639,0,23-04-2019 14:45,25,915.9993171,0.697598773,0.39,38.16663821
148,148,4106,8.21228E+17,sp_kamareddy,17-01-2017 05:28,145,396,4,"Kamareddy, India",0.066666667,1,0,0.3,4.566666667,160,0,23-04-2019 14:45,5,826.3866898,0.193613961,0.4,206.5966725
149,149,4136,2444881508,cp_nizamabad,15-04-2014 04:20,2,981,30,"Police Commissionerate, Vijay Talkies Road, Nizamabad Telangana State. Cell: 9440795448.",0.333333333,0.966666667,0.433333333,45.5,0.5,1486,0,23-04-2019 14:45,31,1834.434363,0.810058964,1.51,61.14781211
150,150,4166,8.2317E+17,Vikarabadpolice,22-01-2017 14:06,43,386,30,0,0.666666667,0.9,0.233333333,10.96666667,5.733333333,197,0,23-04-2019 14:45,31,821.0271644,0.23994334,0.51,27.36757215
151,151,4196,7.88722E+17,spsiricilla,19-10-2016 12:41,116,1035,63,siricilla ,0.066666667,0.966666667,0.266666667,7.866666667,8.033333333,595,0,23-04-2019 14:45,64,916.0864815,0.649501998,0.57,14.54105526
152,152,4226,1.01772E+18,CPRODGPTS,13-07-2018 10:48,95,279,26,"Hyderabad, India",0.633333333,0.633333333,1.366666667,8.1,10.5,57,0,23-04-2019 14:45,27,284.1644444,0.200588079,0.2,10.92940171
153,153,4256,2611134289,ndmaindia,08-07-2014 05:49,53,107684,1579,New Delhi-110029,4.4,2,0.133333333,8.8,20.93333333,20466,0,23-04-2019 14:45,1580,1750.372523,11.69236818,0.19,1.108532314
154,154,4286,4756886606,InsptrJbh,14-01-2016 07:20,19,300,69,"Hyderabad, India",0,0.833333333,2.833333333,0.066666667,0.933333333,33,0,23-04-2019 14:45,70,1195.309444,0.027607914,0.11,17.32332528
155,155,4316,7.31767E+17,NICMeity,15-05-2016 08:43,94,21405,19,"New Delhi, India",1.066666667,0.933333333,0.233333333,10.7,28.46666667,1660,0,23-04-2019 14:45,20,1073.251354,1.546701985,0.08,56.48691338
156,156,4346,9.70592E+17,CyberDost,05-03-2018 09:27,156,54216,76,India,9.6,6.4,4.8,704.2666667,2009.066667,432,0,23-04-2019 14:45,77,414.2206829,1.042922331,0.01,5.450272143
157,157,4376,4836687032,sspnoida,30-01-2016 20:48,77,10265,155,Noida,0.533333333,0.433333333,1.766666667,144.6,81.73333333,975,0,23-04-2019 14:45,156,1178.747766,0.827148969,0.09,7.604824298
158,158,4406,9.93348E+17,ajay_sharmaips,07-05-2018 04:32,20,668,14,"Greater Noida, India",0.166666667,0.3,4.166666667,15.43333333,5.533333333,104,0,23-04-2019 14:45,15,351.4262153,0.295936943,0.16,25.10187252
159,159,4436,8.53135E+17,ParivahanUP,15-04-2017 06:38,75,16306,23,"Lucknow, India",0.033333333,0.3,3.066666667,1.433333333,1.466666667,3520,0,23-04-2019 14:45,24,738.3382176,4.767462819,0.22,32.10166163
160,160,4466,9.98773E+17,UPPolNRI,22-05-2018 03:48,155,4584,66,"Uttar Pradesh, India",1.333333333,0.933333333,11.6,226.2666667,42.66666667,328,0,23-04-2019 14:45,67,336.4564583,0.974866114,0.07,5.097825126
161,161,4496,7.37864E+17,ajay85ldh,01-06-2016 04:30,9,8566,27,Shamli,0.266666667,1,5.733333333,78.33333333,323.0666667,346,0,23-04-2019 14:45,28,1056.427199,0.327519019,0.04,39.1269333
162,162,4526,8.71222E+17,NoidaUP100,04-06-2017 04:28,53,542,13,"Noida, India",0.633333333,0.466666667,1.8,118.7,4.733333333,686,0,23-04-2019 14:45,14,688.428912,0.996471804,1.27,52.95607016
163,163,4556,1394485897,SidharthNSingh,01-05-2013 11:52,63,309752,223,New Delhi,0.433333333,0.833333333,0.233333333,75.5,146.2666667,7045,0,23-04-2019 14:45,224,2183.120567,3.227032032,0.02,9.789778328
164,164,4586,67378160,DainikBhaskar,20-08-2009 18:04,76,634515,46,India,8.933333333,4,1.333333333,12.53333333,87.9,119712,0,23-04-2019 14:45,47,3532.86191,33.88527575,0.19,76.80134586
165,165,4616,2183816041,arunjaitley,09-11-2013 07:33,62,14634914,161,New Delhi,0.133333333,0.866666667,0.1,1160.2,4514.633333,3696,0,23-04-2019 14:45,162,1991.300405,1.856073544,0,12.3683255
166,166,4646,64639742,JagranNews,11-08-2009 05:51,68,671102,46,India,0.466666667,1.2,0.1,21.76666667,123.2333333,139628,0,23-04-2019 14:45,47,3542.370891,39.41653889,0.21,77.00806285
167,167,4676,798135834,ptshrikant,02-09-2012 12:11,32,860509,421,"Lucknow, India",0,0.466666667,2.766666667,5.7,34.76666667,33573,0,23-04-2019 14:45,422,2424.107326,13.84963431,0.04,5.757974647
168,168,4706,1346439824,rajnathsingh,12-04-2013 09:46,46,12801950,274,0,0,1.666666667,0.266666667,2311.4,12740.63333,4199,0,23-04-2019 14:45,275,2202.208079,1.906722639,0,8.037255762
169,169,4736,4208714065,drdineshbjp,12-11-2015 04:29,119,1148878,122,"Uttar Pradesh, Lucknow",0.033333333,0.933333333,0.166666667,206.8,592.5666667,3152,0,23-04-2019 14:45,123,1258.427708,2.504712809,0,10.31498122
170,170,4766,2541363451,HMOIndia,02-06-2014 12:15,36,2923094,131,"North Block, New Delhi",0,1.333333333,1.733333333,1796.9,2001.533333,5212,0,23-04-2019 14:45,132,1786.104317,2.918082639,0,13.6343841
171,171,4796,219940006,News18UP,26-11-2010 09:40,144,428072,94,Lucknow,0.666666667,1.933333333,0,6.666666667,49.93333333,361614,0,23-04-2019 14:45,95,3070.212269,117.7814328,0.84,32.66183264
172,172,4826,1583043284,kpmaurya1,10-07-2013 12:49,27,1766684,232,"लखनऊ, भारत",0.433333333,0.933333333,0.433333333,91.96666667,485.9333333,11916,0,23-04-2019 14:45,233,2113.080683,5.63915997,0.01,9.108106392
173,173,4856,3437532637,myogiadityanath,03-09-2015 13:56,151,3857903,44,"गोरखपुर, उत्तर प्रदेश",0.2,1.933333333,0.333333333,3314.933333,15177.9,8409,0,23-04-2019 14:45,45,1328.034016,6.331916124,0,30.18259128
174,174,4876,3437532637,myogiadityanath,03-09-2015 13:56,151,3857904,44,"गोरखपुर, उत्तर प्रदेश",0.2,1.933333333,0.333333333,3314.933333,15177.9,8409,0,23-04-2019 14:45,45,1328.034016,6.331916124,0,30.18259128
175,175,4886,3313144356,HomeDepttUP,12-08-2015 08:44,0,64227,1,"Lucknow, Uttar Pradesh",0,0.933333333,0,30.5,147.7666667,337,0,23-04-2019 14:45,2,1350.250683,0.249583284,0.01,1350.250683
176,176,4946,1471507939,bijnorpolice,31-05-2013 06:31,131,16693,206,"Bijnor, UP, India",0.266666667,0.366666667,2.3,15.9,2.833333333,15825,0,23-04-2019 14:45,207,2153.343519,7.349036447,0.95,10.45312388
177,177,4976,4878475779,HsyTimes,05-02-2016 19:19,98,113,472,"नई दिल्ली, भारत",0.533333333,0.033333333,1.233333333,1.3,0,1944,0,23-04-2019 14:45,473,1172.810046,1.657557425,17.2,2.484767047
178,178,5036,8.13972E+17,Ariffaizylawar,28-12-2016 04:58,0,225,314,Town Lawar Meerut Uttar Prades,0.233333333,0.633333333,1.333333333,184.8666667,1.466666667,362,0,23-04-2019 14:45,315,846.4075231,0.42768996,1.61,2.69556536
179,179,5066,1271749327,Uppolice,16-03-2013 08:06,127,616756,504,DGP HQs LUCKNOW,0.2,0.5,7.7,6.666666667,7.833333333,171976,0,23-04-2019 14:45,505,2229.277211,77.14428658,0.28,4.423169069
180,180,5096,8.04021E+17,UPPViralCheck,30-11-2016 17:53,143,8752,5,0,1.666666667,0.866666667,3.466666667,268.9333333,203.8666667,163,0,23-04-2019 14:45,6,873.8695139,0.186526704,0.02,174.7739028
181,181,5156,8.99872E+17,ASTITV17,22-08-2017 05:54,152,786,143,"Lucknow, India",3.533333333,2.133333333,0.4,70.2,78.4,202,0,23-04-2019 14:45,144,609.3688426,0.331490529,0.26,4.261320578
182,182,5186,8.42978E+17,dgpup,18-03-2017 05:57,99,617697,10,"DGP HQS Lucknow, UP",1.866666667,0.6,1.666666667,1120.233333,2005.166667,474,0,23-04-2019 14:45,11,766.3667593,0.618502818,0,76.63667593
183,183,5216,3437532637,myogiadityanath,03-09-2015 13:56,151,3857935,44,"गोरखपुर, उत्तर प्रदेश",0.2,1.933333333,0.333333333,3314.933333,15177.9,8409,0,23-04-2019 14:45,45,1328.034016,6.331916124,0,30.18259128
184,184,5246,8.85487E+17,rashtrapatibhvn,13-07-2017 13:12,155,5140384,1,"New Delhi, India",0.066666667,2,0,1038.433333,7092.266667,5611,0,23-04-2019 14:45,2,649.0649074,8.644744056,0,649.0649074
185,185,5276,67378160,DainikBhaskar,20-08-2009 18:04,76,634519,46,India,8.933333333,4,1.333333333,12.53333333,87.9,119712,0,23-04-2019 14:45,47,3532.86191,33.88527575,0.19,76.80134586
186,186,5306,169018518,AmarUjalaNews,21-07-2010 10:04,136,794157,75,India,0.766666667,1,0.166666667,5.433333333,43.1,184083,0,23-04-2019 14:45,76,3198.195567,57.55839383,0.23,42.64260756
187,187,5336,7.25545E+17,_NationalVoice,28-04-2016 04:40,85,17714,11,"Lucknow, India",3.633333333,0.966666667,0.866666667,0.5,1.4,141326,0,23-04-2019 14:45,12,1090.420463,129.6068854,7.98,99.129133
188,188,5366,103770785,TwitterIndia,11-01-2010 05:44,105,2032549,81,0,1.733333333,1.4,2.8,130.9333333,67.9,4910,0,23-04-2019 14:45,82,3389.37581,1.448644315,0,41.8441458
190,190,5456,1471554966,jhansipolice,31-05-2013 07:33,131,14937,220,SSP Office,0.433333333,0.633333333,4,42.3,0.266666667,16756,0,23-04-2019 14:45,221,2153.300521,7.781542724,1.12,9.78772964
191,191,5486,318195157,IASassociation,16-06-2011 03:23,108,223446,812,New Delhi,0.166666667,0.733333333,0.466666667,827.4,1560.733333,2601,0,23-04-2019 14:45,813,2868.4739,0.906753936,0.01,3.532603326
192,192,5516,461841349,ZeeNewsHindi,12-01-2012 07:52,110,1868920,22,India,2.033333333,2.9,1.5,244.9666667,992.1666667,181028,0,23-04-2019 14:45,23,2658.286968,68.09949498,0.1,120.8312258
193,193,5536,461841349,ZeeNewsHindi,12-01-2012 07:52,110,1868921,22,India,2.033333333,2.9,1.5,244.9666667,992.1666667,181028,0,23-04-2019 14:45,23,2658.286968,68.09949498,0.1,120.8312258
194,194,5606,7.12272E+17,samayupuk,22-03-2016 13:37,0,1616,314,0,0.133333333,0.166666667,1.833333333,1.333333333,3.6,1300,0,23-04-2019 14:45,315,1127.047188,1.153456585,0.8,3.589322253
195,195,5636,1.08923E+18,Dineshdcop,26-01-2019 18:47,4,63,86,"Uttar Pradesh, India",0.2,0.333333333,1.533333333,2081.133333,2.366666667,59,0,23-04-2019 14:45,87,86.83186343,0.679474074,0.94,1.009672831
196,196,5666,8.64524E+17,DeepakKumarIPS2,16-05-2017 16:52,0,12106,46,"Uttar Pradesh, India",0.3,0.133333333,1.4,2851.6,0,1601,0,23-04-2019 14:45,47,706.911875,2.264780175,0.13,15.36764946
197,197,5696,2541861548,smittal_ips,02-06-2014 17:19,139,9268,719,"New Delhi, India",0.266666667,0.633333333,0.833333333,694.2,33.43333333,2009,0,23-04-2019 14:45,720,1785.893391,1.124927171,0.22,2.48385729
198,198,5726,7.60158E+17,dm_ghaziabad,01-08-2016 16:59,72,56703,63,Ghaziabad,0.1,0.266666667,2.333333333,5.6,17.33333333,2013,0,23-04-2019 14:45,64,994.9070486,2.023304592,0.04,15.79217537
199,199,5756,9.23416E+17,Anubhav26266011,26-10-2017 05:08,155,239,2603,"Shahjahanpur, India Up",0,0.466666667,1.466666667,126.1333333,0.333333333,202,0,23-04-2019 14:45,2604,544.4006366,0.371050264,0.85,0.209143541
200,200,5786,9.07522E+17,upcopvishal,12-09-2017 08:32,7,456,153,"Noida, India",0.9,0.166666667,2.4,65.83333333,0.066666667,2781,0,23-04-2019 14:45,154,588.2590394,4.727509165,6.1,3.844830323
202,202,5847,1670387102,LalitPayal,14-08-2013 12:26,73,52,112,"Saharanpur, India",0.6,0.333333333,2.366666667,24.4,0.133333333,86,0,23-04-2019 14:45,113,2078.096447,0.041384027,1.65,18.55443256
203,203,5937,8.16617E+17,SHO_JEWAR,04-01-2017 12:07,0,2116,817,"Noida, India",0.4,0.466666667,3.2,36.66666667,10.96666667,320,0,23-04-2019 14:45,818,839.1095949,0.381356621,0.15,1.027061928
204,204,5967,1857024559,sundersaini1,12-09-2013 10:34,0,340,1900,Saharanpur Uttar Pradesh India,0,0.933333333,0,0,0.033333333,74068,0,23-04-2019 14:45,1901,2049.17434,36.14528961,217.85,1.078512811
205,205,5997,2364049800,YASMinistry,27-02-2014 11:45,97,50713,299,"New Delhi, Delhi",1.3,0.466666667,0.633333333,6.866666667,7.733333333,3770,0,23-04-2019 14:45,300,1881.125289,2.004119567,0.07,6.291388928
206,206,6017,2364049800,YASMinistry,27-02-2014 11:45,97,50711,299,"New Delhi, Delhi",1.3,0.466666667,0.633333333,6.866666667,7.733333333,3770,0,23-04-2019 14:45,300,1881.125289,2.004119567,0.07,6.291388928
207,207,6027,2611134289,ndmaindia,08-07-2014 05:49,53,107683,1579,New Delhi-110029,4.4,2,0.133333333,8.8,20.93333333,20466,0,23-04-2019 14:45,1580,1750.372523,11.69236818,0.19,1.108532314
208,208,6057,7.55424E+17,eShineNews,19-07-2016 15:27,28,793,12,"Lucknow, India",0.033333333,0.133333333,4.166666667,2.4,0.033333333,4350,0,23-04-2019 14:45,13,1007.971076,4.315600023,5.49,83.9975897
209,209,6087,2583806562,MinOfPower,23-06-2014 11:08,82,200706,7,India,0.4,0.666666667,0.633333333,31.5,12.3,2202,0,23-04-2019 14:45,8,1765.150532,1.247485673,0.01,252.1643618
210,210,6117,1015002308,PoliceWaliPblic,16-12-2012 11:26,154,7524,992,Mumbai,0.333333333,0.333333333,1.566666667,666.2333333,2.033333333,6892,0,23-04-2019 14:45,993,2319.138634,2.971793018,0.92,2.337841365
211,211,6147,1597860398,TawdeVinod,16-07-2013 08:13,103,649805,93,Maharashtra,0.5,1,0.1,217.1333333,121.2,4830,0,23-04-2019 14:45,94,2107.272315,2.292062571,0.01,22.65884209
212,212,6207,3715381333,cyberabadpolice,28-09-2015 13:58,127,60995,205,"Gachibowli, Rajendra Nagar",0.066666667,0.266666667,1.933333333,3.733333333,4.333333333,13275,0,23-04-2019 14:45,206,1303.033032,10.18776936,0.22,6.356258695
213,213,6237,3075043520,rpomumbai,12-03-2015 11:05,66,6215,18,MUMBAI,0,0.366666667,2.633333333,0.033333333,0.033333333,3896,0,23-04-2019 14:45,19,1503.152627,2.591885833,0.63,83.5084793
214,214,6267,9.07952E+17,PoliceRajasthan,13-09-2017 13:01,152,37986,233,"Jaipur, India",1.6,1.466666667,0.933333333,73.9,155.1666667,1663,0,23-04-2019 14:45,234,587.0723264,2.832700377,0.04,2.519623718
215,215,6297,1271749327,Uppolice,16-03-2013 08:06,127,616750,504,DGP HQs LUCKNOW,0.2,0.5,7.7,6.666666667,7.833333333,171971,0,23-04-2019 14:45,505,2229.277211,77.1420437,0.28,4.423169069
216,216,6327,103770785,TwitterIndia,11-01-2010 05:44,105,2032547,81,0,1.733333333,1.4,2.8,130.9333333,67.9,4910,0,23-04-2019 14:45,82,3389.37581,1.448644315,0,41.8441458
217,217,6357,3241214268,KirenRijiju,10-06-2015 11:11,114,508708,328,"New Delhi, India",0.333333333,0.766666667,0.9,2234.333333,938.0666667,8606,0,23-04-2019 14:45,329,1413.149028,6.089945102,0.02,4.308381182
218,218,6387,65659343,ajaydevgn,14-08-2009 15:25,59,10685422,62,Mumbai,0.466666667,1.033333333,0.666666667,453.3,4559.333333,2567,0,23-04-2019 14:45,63,3538.972222,0.725351836,0,57.08019713
219,219,6417,4650454815,Thane_R_Police,30-12-2015 05:16,18,5483,73,"Thane, India",0,1,0,2.666666667,9.866666667,174,0,23-04-2019 14:45,74,1210.395648,0.143754648,0.03,16.5807623
220,220,6447,2862278167,MahaDGIPR,18-10-2014 09:19,149,43734,475,"Mumbai, India",1.666666667,0.9,0.133333333,9.4,14.1,22319,0,23-04-2019 14:45,476,1648.22647,13.54122168,0.51,3.469950463
221,221,6477,3069275310,BSF_India,09-03-2015 07:42,138,358768,425,India,1.1,0.733333333,0.466666667,158.5333333,402.5666667,3524,0,23-04-2019 14:45,426,1506.293924,2.33951684,0.01,3.544220997
222,222,6507,4620666194,AdlCPCrimeMum,21-12-2015 09:57,0,1526,63,0,0.266666667,0.533333333,1.1,289.9666667,0,68,0,23-04-2019 14:45,64,1219.200243,0.055774267,0.04,19.35238481
223,223,6537,18839785,narendramodi,10-01-2009 17:18,23,46937623,2157,India,0.066666667,2,0.2,8190.366667,31557.46667,23154,0,23-04-2019 14:45,2158,3754.893623,6.166353119,0,1.740794447
224,224,6557,18839785,narendramodi,10-01-2009 17:18,23,46937626,2157,India,0.066666667,2,0.2,8190.366667,31557.46667,23154,0,23-04-2019 14:45,2158,3754.893623,6.166353119,0,1.740794447
225,225,6567,4697989039,DCPSangramsinh,02-01-2016 18:57,10,1791,39,"Mumbai, India",0.733333333,0.666666667,0.866666667,549.3,2.3,64,0,23-04-2019 14:45,40,1206.82544,0.053031696,0.04,30.94424205
226,226,6597,7.20135E+17,ThaneCityPolice,13-04-2016 06:23,77,47772,18,Thane,0.033333333,0.4,1,0.333333333,1.566666667,19370,0,23-04-2019 14:45,19,1105.349097,17.52387553,0.41,61.40828318
229,229,6657,3041294294,IPS_Association,25-02-2015 12:45,103,405911,1093,India,0.8,0.8,2.266666667,2133.633333,3548.733333,3002,0,23-04-2019 14:45,1094,1518.083391,1.977493475,0.01,1.388914356
230,230,6687,7.88819E+17,hgsdhaliwalips,19-10-2016 19:06,125,547,68,"Delhi, India",0.5,0.933333333,0.2,745.3666667,13.73333333,91,0,23-04-2019 14:45,69,915.8189815,0.099364614,0.17,13.4679262
231,231,6717,1.04483E+18,EOWDelhi,26-09-2018 05:46,92,627,48,0,0.2,0.766666667,1,31.7,11.93333333,244,0,23-04-2019 14:45,49,209.3744907,1.165375969,0.39,4.361968557
232,232,6747,3289774729,LifeCoachSharat,24-07-2015 11:34,99,7961,973,0,0.433333333,0.3,1.766666667,207.9,6.266666667,2123,0,23-04-2019 14:45,974,1369.133056,1.550616276,0.27,1.407125443
233,233,6777,9.63318E+17,DCP_DelhiMetro,13-02-2018 07:44,159,3167,349,"New Delhi, India",0.166666667,0.5,1.6,413.2,10,196,0,23-04-2019 14:45,350,434.2926736,0.451308557,0.06,1.244391615
234,234,6807,2946689876,nihar15aug,28-12-2014 17:55,98,5202,35,Delhi,0.866666667,0.4,1.066666667,91.7,3.033333333,121,0,23-04-2019 14:45,36,1576.867963,0.076734389,0.02,45.05337037
235,235,6837,8.85487E+17,rashtrapatibhvn,13-07-2017 13:12,155,5140283,1,"New Delhi, India",0.066666667,2,0,1038.433333,7092.266667,5611,0,23-04-2019 14:45,2,649.0649074,8.644744056,0,649.0649074
236,236,6867,1616964661,ahir_hansraj,24-07-2013 05:35,104,57421,472,india,0.7,0.866666667,0.566666667,293.1333333,54.2,4108,0,23-04-2019 14:45,473,2099.381817,1.956766495,0.07,4.447842833
237,237,6897,2597494213,MOSHomeIndia,01-07-2014 05:55,160,20448,4,"New Delhi, India",0.033333333,0,0.033333333,0.8,3.966666667,2,0,23-04-2019 14:45,5,1757.368264,0.001138065,0,439.342066
238,238,6899,1346439824,rajnathsingh,12-04-2013 09:46,46,12802033,274,0,0,1.666666667,0.266666667,2311.4,12740.63333,4199,0,23-04-2019 14:45,275,2202.208079,1.906722639,0,8.037255762
239,239,6929,8.74157E+17,DCP_CCC_Delhi,12-06-2017 06:52,125,4496,68,New Delhi ,0.766666667,0.7,0.8,38.06666667,15.53333333,71,0,23-04-2019 14:45,69,680.3288079,0.104361302,0.02,10.00483541
240,240,6959,123171317,NavbharatTimes,15-03-2010 06:49,103,758464,479,"Delhi, India",0.666666667,2.8,1.6,8.6,39.56666667,250352,0,23-04-2019 14:45,480,3326.330579,75.263716,0.33,6.944322711
241,241,6989,22763833,Outlookindia,04-03-2009 12:45,41,201090,15,"New Delhi, India",1.1,1,0.533333333,1.066666667,1.866666667,331435,0,23-04-2019 14:45,16,3702.083854,89.5266053,1.65,246.8055903
242,242,7019,141584822,ians_india,08-05-2010 13:21,39,18249,64,New Delhi,2.766666667,1,0,0.3,0.766666667,124369,0,23-04-2019 14:45,65,3272.058333,38.00940794,6.82,51.12591146
243,243,7049,36327407,htTweets,29-04-2009 10:11,105,6746717,126,India,0.966666667,1.233333333,0.466666667,4.4,12.4,572117,0,23-04-2019 14:45,127,3646.190405,156.9081525,0.08,28.93801909
244,244,7079,7.8649E+17,KhabarNwi,13-10-2016 08:54,102,14597,100,"New Delhi, India",1.1,1,2.3,8.333333333,36,80456,0,23-04-2019 14:45,101,922.243669,87.23941698,5.51,9.22243669
245,245,7109,34245009,indiatvnews,22-04-2009 11:26,131,675324,28,India,2.1,1.833333333,0.333333333,10.86666667,32.3,426474,0,23-04-2019 14:45,29,3653.138322,116.7418155,0.63,130.4692258
246,246,7139,8.5459E+17,adcp1South,19-04-2017 06:58,0,541,38,0,0.166666667,0.366666667,0.533333333,11.26666667,7.8,15,0,23-04-2019 14:45,39,734.3245602,0.020426935,0.03,19.32433053
247,247,7154,8.48003E+17,DCP_Shd,01-04-2017 02:45,144,4410,149,"New Delhi, India",0.633333333,0.466666667,1,33.13333333,41,349,0,23-04-2019 14:45,150,752.4998727,0.463787454,0.08,5.050334716
248,248,7184,8.11586E+17,BaniwalDP,21-12-2016 14:54,0,381,62,0,0.1,0.5,0.766666667,31.03333333,43.83333333,32,0,23-04-2019 14:45,63,852.9941088,0.037514913,0.08,13.7579695
249,249,7214,3101566842,Ravindra_IPS,21-03-2015 13:16,140,15082,82,Delhi,0.1,0.1,1.8,23.4,3.8,1247,0,23-04-2019 14:45,83,1494.062153,0.834637299,0.08,18.22027016
